Unnamed: 0,Y_soft,Y_hard
4894,[0.05315034 0.90791118 0.0389385 ],[0. 1. 0.]
4895,[0.47387782 0.45399606 0.07212617],[0. 1. 0.]
4896,[0.00234323 0.00934482 0.98831195],[0. 0. 1.]
4897,[0.86126238 0.13255326 0.00618432],[0. 1. 0.]
4898,[0.04614961 0.69573605 0.25811425],[0. 1. 0.]
4899,[0.00354303 0.00640291 0.99005401],[0. 0. 1.]
4900,[0.92603672 0.06571664 0.00824661],[0. 1. 0.]
4901,[0.87461507 0.11697102 0.00841394],[1. 0. 0.]
4902,[0.01396741 0.84812295 0.13790964],[0. 1. 0.]
4903,[0.00222407 0.02901093 0.96876502],[0. 1. 0.]
4904,[0.00759922 0.03092768 0.96147317],[0. 0. 1.]
4905,[0.07591666 0.31279907 0.61128432],[0. 1. 0.]
4906,[0.00891386 0.93384361 0.0572425 ],[0. 1. 0.]
4907,[0.93318802 0.05907525 0.0077367 ],[1. 0. 0.]
4908,[0.45057538 0.52668083 0.02274376],[0. 1. 0.]
4909,[0.01221315 0.10935821 0.87842864],[0. 0. 1.]
4910,[0.00856808 0.03846656 0.95296532],[0. 0. 1.]
4911,[0.36524555 0.38041258 0.2543419 ],[0. 0. 1.]
4912,[0.011273   0.07678773 0.9119392 ],[0. 0. 1.]
4913,[0.91900665 0.07500397 0.00598939],[0. 1. 0.]
4914,[0.70339525 0.28275424 0.01385048],[0. 1. 0.]
4915,[0.76407748 0.22355306 0.01236941],[0. 1. 0.]
4916,[0.00440148 0.0174467  0.97815174],[0. 0. 1.]
4917,[0.8859576  0.1048171  0.00922533],[1. 0. 0.]
4918,[0.94697642 0.04358233 0.00944118],[1. 0. 0.]
4919,[0.0534417  0.31879044 0.62776786],[0. 1. 0.]
4920,[0.03263    0.86913854 0.09823141],[0. 1. 0.]
4921,[0.81448805 0.16981392 0.01569806],[1. 0. 0.]
4922,[0.05314523 0.43072161 0.51613319],[0. 0. 1.]
4923,[0.925134   0.06697223 0.00789377],[1. 0. 0.]
4924,[0.02901794 0.35082716 0.62015486],[0. 0. 1.]
4925,[0.04452949 0.21348791 0.74198264],[0. 0. 1.]
4926,[0.00466164 0.01490781 0.98043054],[0. 0. 1.]
4927,[0.82589728 0.16055585 0.01354687],[1. 0. 0.]
4928,[0.56821728 0.27208513 0.15969759],[0. 1. 0.]
4929,[0.00575991 0.02383941 0.97040063],[0. 0. 1.]
4930,[0.62760329 0.20636085 0.16603586],[0. 0. 1.]
4931,[0.00910591 0.12148974 0.86940438],[0. 1. 0.]
4932,[0.15773386 0.36748871 0.47477749],[0. 1. 0.]
4933,[0.94561732 0.04646876 0.00791398],[1. 0. 0.]
4934,[0.00312453 0.05389715 0.94297832],[0. 1. 0.]
4935,[0.71253455 0.27322069 0.01424472],[1. 0. 0.]
4936,[0.02255983 0.31042781 0.66701233],[0. 0. 1.]
4937,[0.00352208 0.03900393 0.95747399],[0. 0. 1.]
4938,[0.75957114 0.21282068 0.02760815],[1. 0. 0.]
4939,[0.28051668 0.42422843 0.29525483],[0. 1. 0.]
4940,[0.91294926 0.07568451 0.01136615],[1. 0. 0.]
4941,[0.8696965  0.10406484 0.02623868],[1. 0. 0.]
4942,[0.03483967 0.14274634 0.82241398],[0. 0. 1.]
4943,[0.00405202 0.01837441 0.97757363],[0. 0. 1.]
4944,[0.69775647 0.26100606 0.04123748],[0. 1. 0.]
4945,[0.0223777  0.19553825 0.78208399],[0. 1. 0.]
4946,[0.92783457 0.06418484 0.00798064],[1. 0. 0.]
4947,[0.76522195 0.17826584 0.05651218],[1. 0. 0.]
4948,[0.81746215 0.16021258 0.02232528],[1. 0. 0.]
4949,[0.04280147 0.18793911 0.76925945],[0. 0. 1.]
4950,[0.00397478 0.01500522 0.98102003],[0. 0. 1.]
4951,[0.00949983 0.06940011 0.92110002],[0. 1. 0.]
4952,[0.73361045 0.24591677 0.02047276],[0. 1. 0.]
4953,[0.89972091 0.0885586  0.01172051],[1. 0. 0.]
4954,[0.00605186 0.66825926 0.32568884],[0. 1. 0.]
4955,[0.00173282 0.2496389  0.74862832],[0. 1. 0.]
4956,[0.87249738 0.12027568 0.00722689],[1. 0. 0.]
4957,[0.80505592 0.17843238 0.01651169],[0. 1. 0.]
4958,[0.00381335 0.01911791 0.97706872],[0. 0. 1.]
4959,[0.48386323 0.29496968 0.22116712],[1. 0. 0.]
4960,[0.79689479 0.19013394 0.0129712 ],[1. 0. 0.]
4961,[0.02578265 0.44372857 0.53048879],[0. 1. 0.]
4962,[0.90237111 0.08315655 0.01447226],[1. 0. 0.]
4963,[0.001746   0.01087021 0.98738378],[0. 0. 1.]
4964,[0.8306815  0.13439475 0.03492368],[0. 1. 0.]
4965,[0.85012376 0.11562559 0.03425071],[1. 0. 0.]
4966,[0.14369649 0.4314433  0.42486021],[0. 1. 0.]
4967,[0.33767173 0.63405854 0.02826976],[0. 1. 0.]
4968,[0.8705982  0.11420956 0.01519221],[1. 0. 0.]
4969,[0.49620757 0.40497872 0.09881374],[0. 1. 0.]
4970,[0.63429451 0.27857256 0.08713295],[1. 0. 0.]
4971,[0.18759206 0.60275269 0.20965526],[0. 1. 0.]
4972,[0.32486278 0.44159257 0.23354466],[1. 0. 0.]
4973,[0.13153365 0.60668045 0.26178589],[0. 1. 0.]
4974,[0.7202329  0.26648676 0.0132803 ],[1. 0. 0.]
4975,[0.02271514 0.9302814  0.04700341],[0. 1. 0.]
4976,[0.00243794 0.01338757 0.98417443],[0. 0. 1.]
4977,[0.89512342 0.08599793 0.01887864],[1. 0. 0.]
4978,[0.00291364 0.00779072 0.98929566],[0. 0. 1.]
4979,[0.81364781 0.15143812 0.03491412],[0. 1. 0.]
4980,[0.01731502 0.42519602 0.55748892],[1. 0. 0.]
4981,[0.29398715 0.28667635 0.4193365 ],[0. 1. 0.]
4982,[0.02719309 0.38340101 0.58940595],[0. 1. 0.]
4983,[0.03989635 0.54602444 0.41407922],[0. 1. 0.]
4984,[0.0038249  0.09207502 0.90410012],[0. 0. 1.]
4985,[0.00232618 0.05197122 0.94570261],[0. 0. 1.]
4986,[0.87525529 0.11647877 0.00826591],[1. 0. 0.]
4987,[0.35270759 0.59978044 0.04751197],[1. 0. 0.]
4988,[0.12087408 0.56123698 0.31788892],[0. 1. 0.]
4989,[0.00625087 0.21971166 0.77403748],[0. 1. 0.]
4990,[0.01364098 0.16507004 0.821289  ],[0. 0. 1.]
4991,[0.01206952 0.61772472 0.37020579],[0. 1. 0.]
4992,[0.03116157 0.10900111 0.85983729],[0. 0. 1.]
4993,[0.00524986 0.01910223 0.97564793],[0. 1. 0.]
4994,[0.35105687 0.43738794 0.21155518],[1. 0. 0.]
4995,[0.53796965 0.3445189  0.11751141],[0. 0. 1.]
4996,[0.61291993 0.34129184 0.04578821],[0. 1. 0.]
4997,[0.02764312 0.50453663 0.46782029],[0. 1. 0.]
4998,[0.20400831 0.72429562 0.07169609],[1. 0. 0.]
4999,[0.94317949 0.0467636  0.01005696],[1. 0. 0.]
5000,[0.82233441 0.15734085 0.02032474],[0. 1. 0.]
5001,[0.02917398 0.93003666 0.04078934],[0. 1. 0.]
5002,[0.87194121 0.11629645 0.01176232],[1. 0. 0.]
5003,[0.41825086 0.44115716 0.14059196],[0. 1. 0.]
5004,[0.86961859 0.11224931 0.01813211],[0. 1. 0.]
5005,[0.48571527 0.39152935 0.12275536],[1. 0. 0.]
5006,[0.02177229 0.65593833 0.32228932],[0. 1. 0.]
5007,[0.00479871 0.02738342 0.9678179 ],[0. 0. 1.]
5008,[0.00249594 0.04195151 0.95555258],[0. 0. 1.]
5009,[0.00435898 0.01352973 0.98211128],[0. 0. 1.]
5010,[0.90705019 0.08273483 0.01021488],[1. 0. 0.]
5011,[0.78386235 0.1966714  0.01946629],[1. 0. 0.]
5012,[0.40727752 0.49213549 0.10058704],[0. 1. 0.]
5013,[0.91183734 0.07320722 0.01495536],[1. 0. 0.]
5014,[0.00695642 0.07614584 0.91689777],[0. 0. 1.]
5015,[0.92961979 0.06047241 0.00990785],[0. 0. 1.]
5016,[0.06038962 0.80590177 0.13370864],[0. 1. 0.]
5017,[0.00251196 0.01835994 0.97912818],[0. 0. 1.]
5018,[0.89966142 0.09254719 0.00779138],[0. 0. 1.]
5019,[0.87709236 0.11399616 0.00891141],[1. 0. 0.]
5020,[0.85735697 0.12988818 0.01275485],[1. 0. 0.]
5021,[0.40244296 0.48558217 0.11197486],[0. 0. 1.]
5022,[0.00540095 0.84503269 0.14956637],[0. 1. 0.]
5023,[0.41238868 0.53369415 0.0539172 ],[1. 0. 0.]
5024,[0.8834461  0.10867348 0.00788045],[0. 1. 0.]
5025,[0.59882766 0.32333109 0.0778413 ],[0. 1. 0.]
5026,[0.6492663  0.33677748 0.01395626],[1. 0. 0.]
5027,[0.93462074 0.05908619 0.00629311],[1. 0. 0.]
5028,[0.00239712 0.00921341 0.98838949],[0. 1. 0.]
5029,[0.01071384 0.08415265 0.90513349],[0. 0. 1.]
5030,[0.59718221 0.29102802 0.11178976],[0. 1. 0.]
5031,[0.0060876  0.02168027 0.9722321 ],[0. 0. 1.]
5032,[0.03888985 0.38482127 0.57628894],[0. 1. 0.]
5033,[0.00387812 0.06033437 0.9357875 ],[0. 0. 1.]
5034,[0.29899359 0.67814416 0.02286226],[0. 1. 0.]
5035,[0.51440454 0.46214375 0.02345173],[1. 0. 0.]
5036,[0.08388352 0.63240761 0.2837089 ],[0. 1. 0.]
5037,[0.42898798 0.45395425 0.11705774],[0. 1. 0.]
5038,[0.67300397 0.26925439 0.05774171],[0. 0. 1.]
5039,[0.00204175 0.0118475  0.98611081],[0. 1. 0.]
5040,[0.01371384 0.03682821 0.94945794],[1. 0. 0.]
5041,[0.8454048  0.14097078 0.01362436],[1. 0. 0.]
5042,[0.00593154 0.01311646 0.98095196],[0. 0. 1.]
5043,[0.00283343 0.05946467 0.93770188],[0. 0. 1.]
5044,[0.00382359 0.0157804  0.98039597],[0. 0. 1.]
5045,[0.26030779 0.62135285 0.11833933],[1. 0. 0.]
5046,[0.46714294 0.48747987 0.04537719],[0. 1. 0.]
5047,[0.86012381 0.12051117 0.01936498],[1. 0. 0.]
5048,[0.3884818  0.5280239  0.08349434],[0. 1. 0.]
5049,[0.75934803 0.23130488 0.00934714],[1. 0. 0.]
5050,[0.08337529 0.78836262 0.12826203],[0. 1. 0.]
5051,[0.01366102 0.87082344 0.11551557],[0. 1. 0.]
5052,[0.90019351 0.09187861 0.00792783],[1. 0. 0.]
5053,[0.0237645  0.88069248 0.09554307],[0. 1. 0.]
5054,[0.08859441 0.15725045 0.75415516],[1. 0. 0.]
5055,[0.70974874 0.28250679 0.00774452],[0. 1. 0.]
5056,[0.00335488 0.1858184  0.81082672],[0. 1. 0.]
5057,[0.10652331 0.17020939 0.72326726],[0. 1. 0.]
5058,[0.00206836 0.01519333 0.98273832],[0. 0. 1.]
5059,[0.01951496 0.17656976 0.80391532],[0. 0. 1.]
5060,[0.07228637 0.9058885  0.02182518],[0. 1. 0.]
5061,[0.00507021 0.03377771 0.96115214],[0. 0. 1.]
5062,[0.0427047  0.10027964 0.85701567],[0. 1. 0.]
5063,[0.91202259 0.07695198 0.01102537],[1. 0. 0.]
5064,[0.00341313 0.0073487  0.98923814],[0. 0. 1.]
5065,[0.26426017 0.2778047  0.45793509],[0. 1. 0.]
5066,[0.80984271 0.16182217 0.02833509],[1. 0. 0.]
5067,[0.00636978 0.10379631 0.88983387],[0. 1. 0.]
5068,[0.89213634 0.09841598 0.00944767],[1. 0. 0.]
5069,[0.02943335 0.81370884 0.15685783],[0. 1. 0.]
5070,[0.6712597  0.30166888 0.02707135],[1. 0. 0.]
5071,[0.01231901 0.42383763 0.56384337],[0. 0. 1.]
5072,[0.92788088 0.06384081 0.00827827],[1. 0. 0.]
5073,[0.59402192 0.3752971  0.03068105],[0. 1. 0.]
5074,[0.02362032 0.40296948 0.57341021],[0. 1. 0.]
5075,[0.37106928 0.53371543 0.09521528],[1. 0. 0.]
5076,[0.00910335 0.05256416 0.9383325 ],[0. 0. 1.]
5077,[0.93227315 0.06033604 0.00739071],[1. 0. 0.]
5078,[0.00150666 0.02801484 0.97047848],[0. 0. 1.]
5079,[0.93880033 0.05559445 0.00560522],[1. 0. 0.]
5080,[0.0017897  0.20075336 0.79745692],[0. 1. 0.]
5081,[0.85250223 0.13894702 0.00855086],[1. 0. 0.]
5082,[0.89663762 0.09192331 0.01143913],[1. 0. 0.]
5083,[0.00849727 0.66745746 0.32404524],[0. 1. 0.]
5084,[0.00310549 0.01780291 0.97909158],[0. 0. 1.]
5085,[0.00675563 0.01239121 0.98085314],[0. 0. 1.]
5086,[0.04136778 0.83731568 0.12131651],[0. 1. 0.]
5087,[0.65059191 0.33265978 0.01674829],[0. 1. 0.]
5088,[0.0320374  0.29430085 0.67366177],[0. 1. 0.]
5089,[0.00371583 0.16600616 0.83027804],[0. 0. 1.]
5090,[0.93428838 0.06068906 0.00502257],[1. 0. 0.]
5091,[0.88966119 0.10228362 0.00805528],[1. 0. 0.]
5092,[0.63327229 0.29349566 0.073232  ],[0. 1. 0.]
5093,[0.05343909 0.88404161 0.0625193 ],[0. 1. 0.]
5094,[0.93411493 0.05772639 0.00815869],[1. 0. 0.]
5095,[0.00422222 0.0545425  0.9412353 ],[0. 0. 1.]
5096,[0.00638442 0.90636104 0.08725454],[0. 1. 0.]
5097,[0.27378339 0.69189233 0.03432432],[0. 1. 0.]
5098,[0.89441943 0.09875605 0.00682456],[1. 0. 0.]
5099,[0.74607396 0.22723545 0.02669061],[0. 1. 0.]
5100,[0.01160869 0.92058438 0.06780698],[0. 1. 0.]
5101,[0.94193059 0.05017918 0.00789019],[1. 0. 0.]
5102,[0.07758558 0.43652284 0.48589152],[0. 1. 0.]
5103,[0.01898582 0.1160795  0.86493468],[0. 1. 0.]
5104,[0.00730929 0.0515792  0.94111151],[0. 0. 1.]
5105,[0.0622229  0.89190221 0.0458749 ],[0. 1. 0.]
5106,[0.00833459 0.16320962 0.82845581],[0. 0. 1.]
5107,[0.54203314 0.38815227 0.06981463],[0. 1. 0.]
5108,[0.00314491 0.00826066 0.98859441],[0. 0. 1.]
5109,[0.18329412 0.39988032 0.41682556],[0. 1. 0.]
5110,[0.84092629 0.14015989 0.01891383],[0. 1. 0.]
5111,[0.14673273 0.63133961 0.22192763],[1. 0. 0.]
5112,[0.00660187 0.11171611 0.88168198],[0. 0. 1.]
5113,[0.75584954 0.1909045  0.05324598],[0. 1. 0.]
5114,[0.79002494 0.18924305 0.02073206],[1. 0. 0.]
5115,[0.72786891 0.20202465 0.07010632],[1. 0. 0.]
5116,[0.00427226 0.01840375 0.97732395],[0. 0. 1.]
5117,[0.87034672 0.11601733 0.01363598],[1. 0. 0.]
5118,[0.92265302 0.06705409 0.01029291],[1. 0. 0.]
5119,[0.00403834 0.01784151 0.97812015],[0. 0. 1.]
5120,[0.79767418 0.18014997 0.02217587],[0. 1. 0.]
5121,[0.86223954 0.12639932 0.01136112],[1. 0. 0.]
5122,[0.00437472 0.3888925  0.60673285],[0. 1. 0.]
5123,[0.00816954 0.02707693 0.96475351],[0. 1. 0.]
5124,[0.00472353 0.08033638 0.91494006],[1. 0. 0.]
5125,[0.04716809 0.74377167 0.20906021],[0. 1. 0.]
5126,[0.38907039 0.54542428 0.0655053 ],[0. 1. 0.]
5127,[0.00630395 0.53200972 0.46168637],[0. 1. 0.]
5128,[0.75812268 0.21781011 0.02406717],[0. 1. 0.]
5129,[0.00166931 0.01652494 0.98180574],[0. 0. 1.]
5130,[0.21456207 0.53317326 0.25226462],[0. 1. 0.]
5131,[0.02301389 0.81600618 0.1609799 ],[0. 1. 0.]
5132,[0.02540703 0.16822967 0.80636328],[0. 1. 0.]
5133,[0.61272067 0.33090621 0.05637312],[1. 0. 0.]
5134,[0.88557804 0.10813252 0.00628942],[1. 0. 0.]
5135,[0.00284145 0.02538865 0.97176987],[0. 0. 1.]
5136,[0.00701906 0.02350426 0.96947664],[0. 0. 1.]
5137,[0.87238479 0.11984237 0.00777276],[1. 0. 0.]
5138,[0.61793011 0.36721882 0.01485115],[1. 0. 0.]
5139,[0.90205026 0.08643151 0.01151823],[0. 1. 0.]
5140,[0.93806851 0.05667364 0.0052579 ],[1. 0. 0.]
5141,[0.85339659 0.12588751 0.0207158 ],[1. 0. 0.]
5142,[0.00345765 0.00943407 0.98710829],[0. 0. 1.]
5143,[0.00412867 0.01302856 0.98284274],[0. 0. 1.]
5144,[0.94235188 0.05098236 0.00666574],[1. 0. 0.]
5145,[0.56103146 0.39972857 0.03924002],[0. 1. 0.]
5146,[0.01465493 0.07505503 0.91029006],[0. 0. 1.]
5147,[0.00333515 0.00849866 0.98816621],[0. 0. 1.]
5148,[0.00766155 0.13795158 0.85438687],[1. 0. 0.]
5149,[0.00290194 0.06240818 0.93468988],[0. 0. 1.]
5150,[0.0061955  0.01213422 0.98167026],[0. 0. 1.]
5151,[0.01455886 0.5632717  0.42216942],[0. 1. 0.]
5152,[0.00312885 0.02643583 0.97043532],[0. 0. 1.]
5153,[0.02029864 0.58413225 0.39556906],[1. 0. 0.]
5154,[0.01742361 0.95442301 0.0281533 ],[0. 1. 0.]
5155,[0.82355821 0.15920791 0.01723389],[1. 0. 0.]
5156,[0.0097675  0.06405853 0.92617399],[0. 0. 1.]
5157,[0.00266466 0.01404301 0.98329228],[0. 1. 0.]
5158,[0.83602101 0.14489155 0.01908742],[1. 0. 0.]
5159,[0.93675172 0.05508957 0.00815864],[1. 0. 0.]
5160,[0.02487713 0.17922591 0.79589701],[1. 0. 0.]
5161,[0.93347681 0.06085198 0.00567125],[1. 0. 0.]
5162,[0.91843843 0.07169666 0.00986491],[1. 0. 0.]
5163,[0.93200213 0.06076932 0.00722861],[1. 0. 0.]
5164,[0.3256712  0.66151357 0.01281526],[0. 1. 0.]
5165,[0.00220523 0.0088837  0.98891103],[0. 0. 1.]
5166,[0.693744   0.29573622 0.01051982],[0. 1. 0.]
5167,[0.08236966 0.76739544 0.15023491],[0. 1. 0.]
5168,[0.04157815 0.10699072 0.85143113],[0. 0. 1.]
5169,[0.90553588 0.0877927  0.0066714 ],[1. 0. 0.]
5170,[0.01384604 0.050986   0.93516797],[0. 0. 1.]
5171,[0.00302698 0.00580135 0.99117166],[0. 0. 1.]
5172,[0.09729927 0.34247476 0.5602259 ],[0. 1. 0.]
5173,[0.76048458 0.21278897 0.02672647],[1. 0. 0.]
5174,[0.00251313 0.01847387 0.97901297],[0. 0. 1.]
5175,[0.03587266 0.90978539 0.05434193],[0. 1. 0.]
5176,[0.26437488 0.58905345 0.14657171],[1. 0. 0.]
5177,[0.53869706 0.41228551 0.04901744],[0. 1. 0.]
5178,[0.06096378 0.74465567 0.19438052],[0. 1. 0.]
5179,[0.00261214 0.03338631 0.96400148],[0. 1. 0.]
5180,[0.01561337 0.05415928 0.93022734],[0. 0. 1.]
5181,[0.95825505 0.03674255 0.00500242],[1. 0. 0.]
5182,[0.01003941 0.12526083 0.86469978],[0. 0. 1.]
5183,[0.72667652 0.25919092 0.01413252],[0. 1. 0.]
5184,[0.9439736  0.05005931 0.0059672 ],[1. 0. 0.]
5185,[0.00609584 0.74581635 0.2480879 ],[0. 1. 0.]
5186,[0.00263192 0.09710051 0.9002676 ],[0. 0. 1.]
5187,[0.00309885 0.00622864 0.99067253],[0. 0. 1.]
5188,[0.08902358 0.74878091 0.1621955 ],[0. 1. 0.]
5189,[0.33739167 0.53837967 0.12422865],[0. 0. 1.]
5190,[0.64052409 0.33780229 0.02167363],[1. 0. 0.]
5191,[0.00570564 0.00967626 0.98461807],[0. 0. 1.]
5192,[0.00911253 0.8231501  0.16773745],[0. 1. 0.]
5193,[0.00657101 0.02066588 0.97276312],[0. 0. 1.]
5194,[0.0567512  0.44008589 0.50316292],[0. 0. 1.]
5195,[0.28802896 0.60631114 0.10565987],[0. 0. 1.]
5196,[0.00698962 0.02245545 0.97055489],[0. 0. 1.]
5197,[0.05167169 0.76614666 0.18218163],[0. 1. 0.]
5198,[0.9078685  0.08418555 0.00794596],[1. 0. 0.]
5199,[0.38460651 0.41950515 0.19588831],[0. 0. 1.]
5200,[0.00513871 0.01686614 0.97799522],[1. 0. 0.]
5201,[0.86340767 0.12510493 0.01148742],[0. 1. 0.]
5202,[0.00393219 0.01025945 0.98580837],[0. 0. 1.]
5203,[0.58541161 0.38389069 0.03069774],[0. 1. 0.]
5204,[0.29138437 0.60524857 0.10336705],[0. 1. 0.]
5205,[0.00567681 0.64967847 0.34464473],[0. 1. 0.]
5206,[0.59821147 0.29658785 0.1052007 ],[1. 0. 0.]
5207,[0.03054681 0.75815737 0.21129587],[0. 1. 0.]
5208,[0.09099157 0.59756899 0.31143937],[0. 1. 0.]
5209,[0.00777846 0.05664985 0.93557167],[0. 0. 1.]
5210,[0.84927183 0.13848406 0.01224414],[1. 0. 0.]
5211,[0.00641156 0.01785922 0.97572929],[0. 1. 0.]
5212,[0.78177118 0.18401125 0.03421749],[1. 0. 0.]
5213,[0.00435302 0.05999557 0.93565142],[0. 0. 1.]
5214,[0.31401047 0.5737021  0.11228739],[0. 1. 0.]
5215,[0.00515661 0.01902943 0.97581393],[0. 0. 1.]
5216,[0.90525979 0.07753944 0.01720073],[1. 0. 0.]
5217,[0.40676519 0.51465023 0.07858453],[0. 0. 1.]
5218,[0.94946235 0.04395953 0.00657815],[1. 0. 0.]
5219,[0.21563217 0.46987742 0.31449038],[0. 0. 1.]
5220,[0.75888419 0.19648762 0.04462814],[1. 0. 0.]
5221,[0.3092089  0.39065117 0.3001399 ],[1. 0. 0.]
5222,[0.00682292 0.18358485 0.80959219],[0. 1. 0.]
5223,[0.22552259 0.52166659 0.25281081],[0. 1. 0.]
5224,[0.00158005 0.04775413 0.95066583],[0. 0. 1.]
5225,[0.00342424 0.03709953 0.95947629],[0. 0. 1.]
5226,[0.45297623 0.21144147 0.33558229],[0. 1. 0.]
5227,[0.13443267 0.6929152  0.17265218],[0. 0. 1.]
5228,[0.3468287  0.59883851 0.05433281],[1. 0. 0.]
5229,[0.87976283 0.10732561 0.01291164],[1. 0. 0.]
5230,[0.04549714 0.74129432 0.21320854],[0. 1. 0.]
5231,[0.79911697 0.17874625 0.02213687],[1. 0. 0.]
5232,[0.0277987  0.71955132 0.25264999],[0. 0. 1.]
5233,[0.89955097 0.08391385 0.01653521],[1. 0. 0.]
5234,[0.92518634 0.0665193  0.00829438],[1. 0. 0.]
5235,[0.54495347 0.33147699 0.1235696 ],[1. 0. 0.]
5236,[0.00391822 0.02465041 0.97143137],[0. 0. 1.]
5237,[0.00306424 0.00923704 0.98769867],[0. 0. 1.]
5238,[0.62055391 0.22420248 0.15524358],[1. 0. 0.]
5239,[0.79469508 0.18537264 0.01993236],[1. 0. 0.]
5240,[0.06561179 0.85166699 0.08272126],[0. 1. 0.]
5241,[0.95095146 0.04117269 0.00787581],[1. 0. 0.]
5242,[0.07787509 0.76151365 0.16061127],[0. 1. 0.]
5243,[0.02437969 0.75269538 0.22292493],[0. 1. 0.]
5244,[0.63656384 0.31445342 0.0489827 ],[1. 0. 0.]
5245,[0.74203986 0.24402373 0.01393637],[1. 0. 0.]
5246,[0.12087194 0.39464208 0.48448601],[0. 1. 0.]
5247,[0.01135353 0.26559851 0.72304803],[0. 0. 1.]
5248,[0.16027901 0.37929952 0.4604215 ],[0. 1. 0.]
5249,[0.13327049 0.59884429 0.2678853 ],[1. 0. 0.]
5250,[0.03636159 0.89051342 0.07312499],[0. 1. 0.]
5251,[0.93935728 0.04892088 0.01172191],[0. 1. 0.]
5252,[0.60368085 0.26174426 0.13457492],[0. 1. 0.]
5253,[0.00660821 0.07517441 0.91821736],[0. 0. 1.]
5254,[0.91783577 0.07516492 0.00699924],[1. 0. 0.]
5255,[0.00289907 0.00992054 0.98718041],[0. 0. 1.]
5256,[0.88310099 0.10839393 0.00850503],[1. 0. 0.]
5257,[0.86652797 0.11265577 0.02081623],[1. 0. 0.]
5258,[0.83275729 0.15418932 0.01305346],[1. 0. 0.]
5259,[0.07651857 0.76494145 0.15853995],[0. 1. 0.]
5260,[0.45903257 0.50176775 0.03919967],[1. 0. 0.]
5261,[0.01360108 0.73716187 0.24923706],[0. 1. 0.]
5262,[0.0316296  0.54920483 0.41916558],[1. 0. 0.]
5263,[0.00223622 0.01091241 0.98685139],[0. 0. 1.]
5264,[0.69151908 0.29112804 0.01735281],[0. 1. 0.]
5265,[0.51835823 0.28789479 0.19374701],[0. 0. 1.]
5266,[0.37017432 0.47554699 0.15427868],[0. 1. 0.]
5267,[0.16302937 0.71849322 0.1184774 ],[0. 1. 0.]
5268,[0.37196514 0.46284294 0.16519199],[0. 0. 1.]
5269,[0.51996034 0.41862574 0.06141385],[1. 0. 0.]
5270,[0.51830453 0.45828685 0.02340864],[1. 0. 0.]
5271,[0.2352975  0.30880409 0.45589843],[0. 1. 0.]
5272,[0.00557594 0.02215775 0.97226632],[0. 0. 1.]
5273,[0.06060436 0.87549162 0.06390396],[0. 1. 0.]
5274,[0.00251969 0.01037849 0.98710179],[0. 0. 1.]
5275,[0.90344745 0.08943875 0.00711376],[1. 0. 0.]
5276,[0.92508215 0.06703953 0.00787824],[1. 0. 0.]
5277,[0.50160545 0.36887416 0.12952033],[0. 0. 1.]
5278,[0.12714992 0.27989897 0.59295112],[0. 0. 1.]
5279,[0.67626786 0.26484081 0.05889137],[0. 0. 1.]
5280,[0.00304189 0.28186899 0.71508908],[0. 1. 0.]
5281,[0.13155343 0.60066855 0.26777807],[0. 1. 0.]
5282,[0.00771318 0.21085191 0.78143489],[0. 1. 0.]
5283,[0.00203365 0.01407492 0.98389143],[0. 0. 1.]
5284,[0.87366939 0.10600717 0.02032355],[1. 0. 0.]
5285,[0.02188282 0.29076287 0.68735433],[1. 0. 0.]
5286,[0.29170877 0.64421159 0.06407967],[1. 0. 0.]
5287,[0.72077847 0.25677791 0.02244368],[1. 0. 0.]
5288,[0.93608505 0.05512401 0.008791  ],[1. 0. 0.]
5289,[0.00338367 0.34036466 0.65625167],[0. 0. 1.]
5290,[0.00326078 0.06056778 0.93617141],[0. 0. 1.]
5291,[0.53945148 0.43905538 0.02149317],[0. 0. 1.]
5292,[0.01122595 0.09991804 0.88885599],[0. 1. 0.]
5293,[0.77693617 0.19745082 0.02561298],[1. 0. 0.]
5294,[0.89976549 0.08936165 0.01087291],[1. 0. 0.]
5295,[0.00216994 0.01153055 0.98629957],[0. 1. 0.]
5296,[0.93420774 0.05648135 0.00931084],[0. 0. 1.]
5297,[0.28875148 0.58235008 0.12889841],[1. 0. 0.]
5298,[0.95221311 0.04023388 0.00755305],[1. 0. 0.]
5299,[0.082813   0.82871884 0.08846816],[0. 1. 0.]
5300,[0.70554203 0.21749651 0.07696149],[1. 0. 0.]
5301,[0.00196798 0.01165692 0.98637509],[0. 0. 1.]
5302,[0.75147718 0.23232891 0.0161939 ],[1. 0. 0.]
5303,[0.94092435 0.05113835 0.00793722],[1. 0. 0.]
5304,[0.56188226 0.39781117 0.04030656],[1. 0. 0.]
5305,[0.0108291  0.02072097 0.96844995],[0. 1. 0.]
5306,[0.49344218 0.4551557  0.05140219],[1. 0. 0.]
5307,[0.19916236 0.73589122 0.06494639],[1. 0. 0.]
5308,[0.72501999 0.25057381 0.02440624],[0. 1. 0.]
5309,[0.00315937 0.02233998 0.97450066],[0. 0. 1.]
5310,[0.00282677 0.01122414 0.9859491 ],[0. 0. 1.]
5311,[0.00561877 0.03233257 0.96204865],[0. 0. 1.]
5312,[0.00834259 0.29555875 0.69609863],[0. 1. 0.]
5313,[0.74920619 0.234946   0.01584779],[1. 0. 0.]
5314,[0.1845268  0.34558946 0.4698838 ],[0. 0. 1.]
